,Subject,Start Date,Start Time,End Time,Description,End Date,Categories,Start DateTime,End DateTime,Time Spent,Time Spent (Minutes),Month,Day
3068,Ύπνος,2/7/2024,20:00:00,21:30:00," 
",2/7/2024,Ύπνος,2024-07-02 20:00:00,2024-07-02 21:30:00,0 days 01:30:00,90.0,July,2
3069,Χαζεύω,2/7/2024,23:00:00,00:00:00," 
",3/7/2024,Χαζεύω,2024-07-02 23:00:00,2024-07-03 00:00:00,0 days 01:00:00,60.0,July,2
3070,Σπίτι,2/7/2024,22:00:00,22:30:00," 
",2/7/2024,Σπίτι,2024-07-02 22:00:00,2024-07-02 22:30:00,0 days 00:30:00,30.0,July,2
3071,Χαζεύω,2/7/2024,19:15:00,20:00:00," 
",2/7/2024,Χαζεύω,2024-07-02 19:15:00,2024-07-02 20:00:00,0 days 00:45:00,45.0,July,2
3072,Other,2/7/2024,18:45:00,19:15:00," 
",2/7/2024,Other,2024-07-02 18:45:00,2024-07-02 19:15:00,0 days 00:30:00,30.0,July,2
3074,Break,3/7/2024,12:45:00,13:00:00," 
",3/7/2024,Break,2024-07-03 12:45:00,2024-07-03 13:00:00,0 days 00:15:00,15.0,July,3
3077,Χαζεύω,4/7/2024,08:30:00,09:00:00," 
",4/7/2024,Χαζεύω,2024-07-04 08:30:00,2024-07-04 09:00:00,0 days 00:30:00,30.0,July,4
3078,Χαζεύω,4/7/2024,10:00:00,10:30:00," 
",4/7/2024,Χαζεύω,2024-07-04 10:00:00,2024-07-04 10:30:00,0 days 00:30:00,30.0,July,4
3079,Break,4/7/2024,12:00:00,12:15:00," 
",4/7/2024,Break,2024-07-04 12:00:00,2024-07-04 12:15:00,0 days 00:15:00,15.0,July,4
3080,Break,4/7/2024,15:00:00,15:15:00," 
",4/7/2024,Break,2024-07-04 15:00:00,2024-07-04 15:15:00,0 days 00:15:00,15.0,July,4
3081,Εργασία,4/7/2024,15:15:00,16:30:00," 
",4/7/2024,Εργασία,2024-07-04 15:15:00,2024-07-04 16:30:00,0 days 01:15:00,75.0,July,4
3082,Εργασία,4/7/2024,16:30:00,17:00:00," 
",4/7/2024,Εργασία,2024-07-04 16:30:00,2024-07-04 17:00:00,0 days 00:30:00,30.0,July,4
3083,Other,19/8/2024,19:15:00,19:30:00," 
",19/8/2024,Other,2024-08-19 19:15:00,2024-08-19 19:30:00,0 days 00:15:00,15.0,August,19
3084,Χαζεύω,20/8/2024,07:00:00,07:30:00," 
",20/8/2024,Χαζεύω,2024-08-20 07:00:00,2024-08-20 07:30:00,0 days 00:30:00,30.0,August,20
3085,Break,20/8/2024,14:00:00,14:30:00," 
",20/8/2024,Break,2024-08-20 14:00:00,2024-08-20 14:30:00,0 days 00:30:00,30.0,August,20
3086,Εργασία,20/8/2024,14:30:00,16:30:00," 
",20/8/2024,Εργασία,2024-08-20 14:30:00,2024-08-20 16:30:00,0 days 02:00:00,120.0,August,20
3087,Other,8/7/2024,15:15:00,16:00:00," 
",8/7/2024,Other,2024-07-08 15:15:00,2024-07-08 16:00:00,0 days 00:45:00,45.0,July,8
3088,Χαζεύω,8/7/2024,16:00:00,18:30:00," 
",8/7/2024,Χαζεύω,2024-07-08 16:00:00,2024-07-08 18:30:00,0 days 02:30:00,150.0,July,8
3089,Other,8/7/2024,19:00:00,19:30:00," 
",8/7/2024,Other,2024-07-08 19:00:00,2024-07-08 19:30:00,0 days 00:30:00,30.0,July,8
3090,Χαζεύω,8/7/2024,19:30:00,22:30:00," 
",8/7/2024,Χαζεύω,2024-07-08 19:30:00,2024-07-08 22:30:00,0 days 03:00:00,180.0,July,8
3091,Other,8/7/2024,22:30:00,23:00:00," 
",8/7/2024,Other,2024-07-08 22:30:00,2024-07-08 23:00:00,0 days 00:30:00,30.0,July,8
3092,Ύπνος,8/7/2024,18:30:00,19:00:00," 
",8/7/2024,Ύπνος,2024-07-08 18:30:00,2024-07-08 19:00:00,0 days 00:30:00,30.0,July,8
3093,Ύπνος,7/7/2024,03:00:00,10:30:00," 
",7/7/2024,Ύπνος,2024-07-07 03:00:00,2024-07-07 10:30:00,0 days 07:30:00,450.0,July,7
3094,Ύπνος,6/7/2024,00:00:00,09:00:00," 
",6/7/2024,Ύπνος,2024-07-06 00:00:00,2024-07-06 09:00:00,0 days 09:00:00,540.0,July,6
3095,<3,7/7/2024,10:30:00,00:00:00," 
",8/7/2024,Purple category,2024-07-07 10:30:00,2024-07-08 00:00:00,0 days 13:30:00,810.0,July,7
3096,Σπίτι,8/7/2024,00:00:00,01:00:00," 
",8/7/2024,Σπίτι,2024-07-08 00:00:00,2024-07-08 01:00:00,0 days 01:00:00,60.0,July,8
3097,Ύπνος,8/7/2024,01:00:00,06:30:00," 
",8/7/2024,Ύπνος,2024-07-08 01:00:00,2024-07-08 06:30:00,0 days 05:30:00,330.0,July,8
3098,Ύπνος,8/7/2024,23:00:00,00:00:00," 
",9/7/2024,Ύπνος,2024-07-08 23:00:00,2024-07-09 00:00:00,0 days 01:00:00,60.0,July,8
3099,<3,8/7/2024,07:00:00,07:30:00," 
",8/7/2024,Purple category,2024-07-08 07:00:00,2024-07-08 07:30:00,0 days 00:30:00,30.0,July,8
3100,Other,8/7/2024,06:30:00,07:00:00," 
",8/7/2024,Other,2024-07-08 06:30:00,2024-07-08 07:00:00,0 days 00:30:00,30.0,July,8
3101,Other,9/7/2024,07:15:00,07:45:00," 
",9/7/2024,Other,2024-07-09 07:15:00,2024-07-09 07:45:00,0 days 00:30:00,30.0,July,9
3102,<3,7/7/2024,00:00:00,03:00:00," 
",7/7/2024,Purple category,2024-07-07 00:00:00,2024-07-07 03:00:00,0 days 03:00:00,180.0,July,7
3103,<3,6/7/2024,09:00:00,00:00:00," 
",7/7/2024,Purple category,2024-07-06 09:00:00,2024-07-07 00:00:00,0 days 15:00:00,900.0,July,6
3104,<3,4/7/2024,17:15:00,18:00:00," 
",4/7/2024,Purple category,2024-07-04 17:15:00,2024-07-04 18:00:00,0 days 00:45:00,45.0,July,4
3105,Φίλοι,4/7/2024,18:00:00,20:45:00," 
",4/7/2024,Φίλοι,2024-07-04 18:00:00,2024-07-04 20:45:00,0 days 02:45:00,165.0,July,4
3106,<3,4/7/2024,20:45:00,22:00:00," 
",4/7/2024,Purple category,2024-07-04 20:45:00,2024-07-04 22:00:00,0 days 01:15:00,75.0,July,4
3107,Other,4/7/2024,22:00:00,23:00:00," 
",4/7/2024,Other,2024-07-04 22:00:00,2024-07-04 23:00:00,0 days 01:00:00,60.0,July,4
3108,Χαζεύω,3/7/2024,23:15:00,23:45:00," 
",3/7/2024,Χαζεύω,2024-07-03 23:15:00,2024-07-03 23:45:00,0 days 00:30:00,30.0,July,3
3109,Other,3/7/2024,22:30:00,23:00:00," 
",3/7/2024,Other,2024-07-03 22:30:00,2024-07-03 23:00:00,0 days 00:30:00,30.0,July,3
3110,Χαζεύω,9/7/2024,06:45:00,07:15:00," 
",9/7/2024,Χαζεύω,2024-07-09 06:45:00,2024-07-09 07:15:00,0 days 00:30:00,30.0,July,9
3112,Other,9/7/2024,08:00:00,08:15:00," 
",9/7/2024,Other,2024-07-09 08:00:00,2024-07-09 08:15:00,0 days 00:15:00,15.0,July,9
3113,Φίλοι,9/7/2024,20:45:00,23:15:00," 
",9/7/2024,Φίλοι,2024-07-09 20:45:00,2024-07-09 23:15:00,0 days 02:30:00,150.0,July,9
3114,Other,9/7/2024,20:15:00,20:45:00," 
",9/7/2024,Other,2024-07-09 20:15:00,2024-07-09 20:45:00,0 days 00:30:00,30.0,July,9
3115,<3,9/7/2024,19:30:00,20:15:00," 
",9/7/2024,Purple category,2024-07-09 19:30:00,2024-07-09 20:15:00,0 days 00:45:00,45.0,July,9
3116,Erroneous Tasks,9/7/2024,16:15:00,17:00:00," 
",9/7/2024,Erroneοus Tasks,2024-07-09 16:15:00,2024-07-09 17:00:00,0 days 00:45:00,45.0,July,9
3117,Χαζεύω,9/7/2024,15:45:00,16:15:00," 
",9/7/2024,Χαζεύω,2024-07-09 15:45:00,2024-07-09 16:15:00,0 days 00:30:00,30.0,July,9
3118,Χαζεύω,9/7/2024,23:15:00,23:45:00," 
",9/7/2024,Χαζεύω,2024-07-09 23:15:00,2024-07-09 23:45:00,0 days 00:30:00,30.0,July,9
3119,Χαζεύω,10/7/2024,07:15:00,07:45:00," 
",10/7/2024,Χαζεύω,2024-07-10 07:15:00,2024-07-10 07:45:00,0 days 00:30:00,30.0,July,10
3120,Φίλοι,10/7/2024,15:00:00,16:00:00," 
",10/7/2024,Φίλοι,2024-07-10 15:00:00,2024-07-10 16:00:00,0 days 01:00:00,60.0,July,10
3121,Εργασία,10/7/2024,16:00:00,17:45:00," 
",10/7/2024,Εργασία,2024-07-10 16:00:00,2024-07-10 17:45:00,0 days 01:45:00,105.0,July,10
3122,Χαζεύω,10/7/2024,21:00:00,23:00:00," 
",10/7/2024,Χαζεύω,2024-07-10 21:00:00,2024-07-10 23:00:00,0 days 02:00:00,120.0,July,10
3123,Σπίτι,10/7/2024,20:15:00,21:00:00," 
",10/7/2024,Σπίτι,2024-07-10 20:15:00,2024-07-10 21:00:00,0 days 00:45:00,45.0,July,10
3124,Χαζεύω,11/7/2024,07:15:00,08:00:00," 
",11/7/2024,Χαζεύω,2024-07-11 07:15:00,2024-07-11 08:00:00,0 days 00:45:00,45.0,July,11
3125,Break,11/7/2024,14:00:00,14:15:00," 
",11/7/2024,Break,2024-07-11 14:00:00,2024-07-11 14:15:00,0 days 00:15:00,15.0,July,11
3126,Break,11/7/2024,15:00:00,15:15:00," 
",11/7/2024,Break,2024-07-11 15:00:00,2024-07-11 15:15:00,0 days 00:15:00,15.0,July,11
3127,Εργασία,11/7/2024,15:15:00,16:00:00," 
",11/7/2024,Εργασία,2024-07-11 15:15:00,2024-07-11 16:00:00,0 days 00:45:00,45.0,July,11
3128,Break,11/7/2024,16:00:00,16:15:00," 
",11/7/2024,Break,2024-07-11 16:00:00,2024-07-11 16:15:00,0 days 00:15:00,15.0,July,11
3129,Εργασία,11/7/2024,16:15:00,17:00:00," 
",11/7/2024,Εργασία,2024-07-11 16:15:00,2024-07-11 17:00:00,0 days 00:45:00,45.0,July,11
3130,Erroneous Tasks,11/7/2024,17:00:00,17:30:00," 
",11/7/2024,Erroneοus Tasks,2024-07-11 17:00:00,2024-07-11 17:30:00,0 days 00:30:00,30.0,July,11
3131,Other,12/7/2024,08:15:00,09:30:00," 
",12/7/2024,Other,2024-07-12 08:15:00,2024-07-12 09:30:00,0 days 01:15:00,75.0,July,12
3132,Χαζεύω,12/7/2024,07:15:00,08:15:00," 
",12/7/2024,Χαζεύω,2024-07-12 07:15:00,2024-07-12 08:15:00,0 days 01:00:00,60.0,July,12
3133,Blyat,11/7/2024,18:00:00,18:30:00," 
",11/7/2024,Λάμπρος,2024-07-11 18:00:00,2024-07-11 18:30:00,0 days 00:30:00,30.0,July,11
3134,Χαζεύω,11/7/2024,21:00:00,21:30:00," 
",11/7/2024,Χαζεύω,2024-07-11 21:00:00,2024-07-11 21:30:00,0 days 00:30:00,30.0,July,11
3135,Break,12/7/2024,15:00:00,15:15:00," 
",12/7/2024,Break,2024-07-12 15:00:00,2024-07-12 15:15:00,0 days 00:15:00,15.0,July,12
3136,Εργασία,12/7/2024,15:15:00,16:00:00," 
",12/7/2024,Εργασία,2024-07-12 15:15:00,2024-07-12 16:00:00,0 days 00:45:00,45.0,July,12
3137,Break,12/7/2024,16:00:00,16:15:00," 
",12/7/2024,Break,2024-07-12 16:00:00,2024-07-12 16:15:00,0 days 00:15:00,15.0,July,12
3138,Εργασία,12/7/2024,16:15:00,18:00:00," 
",12/7/2024,Εργασία,2024-07-12 16:15:00,2024-07-12 18:00:00,0 days 01:45:00,105.0,July,12
3140,Φίλοι,13/7/2024,10:00:00,15:00:00," 
",13/7/2024,Φίλοι,2024-07-13 10:00:00,2024-07-13 15:00:00,0 days 05:00:00,300.0,July,13
3141,Σπίτι,13/7/2024,09:00:00,10:00:00," 
",13/7/2024,Σπίτι,2024-07-13 09:00:00,2024-07-13 10:00:00,0 days 01:00:00,60.0,July,13
3142,Σπίτι,14/7/2024,09:00:00,10:00:00," 
",14/7/2024,Σπίτι,2024-07-14 09:00:00,2024-07-14 10:00:00,0 days 01:00:00,60.0,July,14
3143,Erroneous Tasks,12/7/2024,18:00:00,18:30:00," 
",12/7/2024,Erroneοus Tasks,2024-07-12 18:00:00,2024-07-12 18:30:00,0 days 00:30:00,30.0,July,12
3144,<3,12/7/2024,21:00:00,22:00:00," 
",12/7/2024,Purple category,2024-07-12 21:00:00,2024-07-12 22:00:00,0 days 01:00:00,60.0,July,12
3145,<3,14/7/2024,10:00:00,11:00:00," 
",14/7/2024,Purple category,2024-07-14 10:00:00,2024-07-14 11:00:00,0 days 01:00:00,60.0,July,14
3146,Χαζεύω,12/7/2024,23:00:00,00:00:00," 
",13/7/2024,Χαζεύω,2024-07-12 23:00:00,2024-07-13 00:00:00,0 days 01:00:00,60.0,July,12
3147,<3,14/7/2024,18:00:00,19:00:00," 
",14/7/2024,Purple category,2024-07-14 18:00:00,2024-07-14 19:00:00,0 days 01:00:00,60.0,July,14
3148,Χαζεύω,15/7/2024,07:45:00,08:15:00," 
",15/7/2024,Χαζεύω,2024-07-15 07:45:00,2024-07-15 08:15:00,0 days 00:30:00,30.0,July,15
3149,Break,15/7/2024,10:45:00,11:00:00," 
",15/7/2024,Break,2024-07-15 10:45:00,2024-07-15 11:00:00,0 days 00:15:00,15.0,July,15
3150,Other,16/7/2024,08:45:00,09:30:00," 
",16/7/2024,Other,2024-07-16 08:45:00,2024-07-16 09:30:00,0 days 00:45:00,45.0,July,16
3151,Χαζεύω,16/7/2024,07:45:00,08:15:00," 
",16/7/2024,Χαζεύω,2024-07-16 07:45:00,2024-07-16 08:15:00,0 days 00:30:00,30.0,July,16
3152,<3,15/7/2024,23:30:00,23:45:00," 
",15/7/2024,Purple category,2024-07-15 23:30:00,2024-07-15 23:45:00,0 days 00:15:00,15.0,July,15
3153,Χαζεύω,15/7/2024,20:00:00,23:30:00," 
",15/7/2024,Χαζεύω,2024-07-15 20:00:00,2024-07-15 23:30:00,0 days 03:30:00,210.0,July,15
3154,Erroneous Tasks,15/7/2024,18:15:00,19:00:00," 
",15/7/2024,Erroneοus Tasks,2024-07-15 18:15:00,2024-07-15 19:00:00,0 days 00:45:00,45.0,July,15
3155,Other,15/7/2024,18:00:00,18:15:00," 
",15/7/2024,Other,2024-07-15 18:00:00,2024-07-15 18:15:00,0 days 00:15:00,15.0,July,15
3156,Οικογένεια,15/7/2024,19:00:00,19:30:00," 
",15/7/2024,Οικογένεια,2024-07-15 19:00:00,2024-07-15 19:30:00,0 days 00:30:00,30.0,July,15
3157,Σπίτι,15/7/2024,19:30:00,20:00:00," 
",15/7/2024,Σπίτι,2024-07-15 19:30:00,2024-07-15 20:00:00,0 days 00:30:00,30.0,July,15
3158,<3,16/7/2024,19:30:00,20:00:00," 
",16/7/2024,Purple category,2024-07-16 19:30:00,2024-07-16 20:00:00,0 days 00:30:00,30.0,July,16
3159,<3,17/7/2024,21:00:00,21:30:00," 
",17/7/2024,Purple category,2024-07-17 21:00:00,2024-07-17 21:30:00,0 days 00:30:00,30.0,July,17
3161,Χαζεύω,16/7/2024,20:00:00,23:00:00," 
",16/7/2024,Χαζεύω,2024-07-16 20:00:00,2024-07-16 23:00:00,0 days 03:00:00,180.0,July,16
3162,Χαζεύω,17/7/2024,08:45:00,09:00:00," 
",17/7/2024,Χαζεύω,2024-07-17 08:45:00,2024-07-17 09:00:00,0 days 00:15:00,15.0,July,17
3163,Σπίτι,13/7/2024,08:00:00,09:00:00," 
",13/7/2024,Σπίτι,2024-07-13 08:00:00,2024-07-13 09:00:00,0 days 01:00:00,60.0,July,13
3164,Other,14/7/2024,19:00:00,19:30:00," 
",14/7/2024,Other,2024-07-14 19:00:00,2024-07-14 19:30:00,0 days 00:30:00,30.0,July,14
3165,<3,14/7/2024,20:00:00,21:00:00," 
",14/7/2024,Purple category,2024-07-14 20:00:00,2024-07-14 21:00:00,0 days 01:00:00,60.0,July,14
3166,Χαζεύω,14/7/2024,21:00:00,00:00:00," 
",15/7/2024,Χαζεύω,2024-07-14 21:00:00,2024-07-15 00:00:00,0 days 03:00:00,180.0,July,14
3167,Χαζεύω,14/7/2024,15:45:00,18:00:00," 
",14/7/2024,Χαζεύω,2024-07-14 15:45:00,2024-07-14 18:00:00,0 days 02:15:00,135.0,July,14
3168,Χαζεύω,14/7/2024,00:00:00,03:00:00," 
",14/7/2024,Χαζεύω,2024-07-14 00:00:00,2024-07-14 03:00:00,0 days 03:00:00,180.0,July,14
3169,Ύπνος,14/7/2024,12:00:00,13:00:00," 
",14/7/2024,Ύπνος,2024-07-14 12:00:00,2024-07-14 13:00:00,0 days 01:00:00,60.0,July,14
3170,Χαζεύω,14/7/2024,11:00:00,12:00:00," 
",14/7/2024,Χαζεύω,2024-07-14 11:00:00,2024-07-14 12:00:00,0 days 01:00:00,60.0,July,14
3171,Χαζεύω,14/7/2024,13:00:00,14:00:00," 
",14/7/2024,Χαζεύω,2024-07-14 13:00:00,2024-07-14 14:00:00,0 days 01:00:00,60.0,July,14
3172,Οικογένεια,14/7/2024,19:30:00,20:00:00," 
",14/7/2024,Οικογένεια,2024-07-14 19:30:00,2024-07-14 20:00:00,0 days 00:30:00,30.0,July,14
3173,Χαζεύω,13/7/2024,17:00:00,21:00:00," 
",13/7/2024,Χαζεύω,2024-07-13 17:00:00,2024-07-13 21:00:00,0 days 04:00:00,240.0,July,13
3174,Other,13/7/2024,21:00:00,21:30:00," 
",13/7/2024,Other,2024-07-13 21:00:00,2024-07-13 21:30:00,0 days 00:30:00,30.0,July,13
3175,Χαζεύω,13/7/2024,22:00:00,00:00:00," 
",14/7/2024,Χαζεύω,2024-07-13 22:00:00,2024-07-14 00:00:00,0 days 02:00:00,120.0,July,13
3176,Οικογένεια,16/7/2024,17:30:00,18:30:00," 
",16/7/2024,Οικογένεια,2024-07-16 17:30:00,2024-07-16 18:30:00,0 days 01:00:00,60.0,July,16
3177,Other,16/7/2024,18:30:00,18:45:00," 
",16/7/2024,Other,2024-07-16 18:30:00,2024-07-16 18:45:00,0 days 00:15:00,15.0,July,16
3178,Other,16/7/2024,23:00:00,23:30:00," 
",16/7/2024,Other,2024-07-16 23:00:00,2024-07-16 23:30:00,0 days 00:30:00,30.0,July,16
3179,Other,17/7/2024,17:00:00,17:15:00," 
",17/7/2024,Other,2024-07-17 17:00:00,2024-07-17 17:15:00,0 days 00:15:00,15.0,July,17
3180,Χαζεύω,17/7/2024,16:45:00,17:00:00," 
",17/7/2024,Χαζεύω,2024-07-17 16:45:00,2024-07-17 17:00:00,0 days 00:15:00,15.0,July,17
3181,Erroneous Tasks,17/7/2024,17:15:00,18:45:00," 
",17/7/2024,Erroneοus Tasks,2024-07-17 17:15:00,2024-07-17 18:45:00,0 days 01:30:00,90.0,July,17
3182,Other,18/7/2024,09:15:00,09:30:00," 
",18/7/2024,Other,2024-07-18 09:15:00,2024-07-18 09:30:00,0 days 00:15:00,15.0,July,18
3184,Χαζεύω,18/7/2024,07:45:00,08:15:00," 
",18/7/2024,Χαζεύω,2024-07-18 07:45:00,2024-07-18 08:15:00,0 days 00:30:00,30.0,July,18
3185,Χαζεύω,18/7/2024,00:00:00,00:30:00," 
",18/7/2024,Χαζεύω,2024-07-18 00:00:00,2024-07-18 00:30:00,0 days 00:30:00,30.0,July,18
3186,Χαζεύω,17/7/2024,23:00:00,00:00:00," 
",18/7/2024,Χαζεύω,2024-07-17 23:00:00,2024-07-18 00:00:00,0 days 01:00:00,60.0,July,17
3187,Other,17/7/2024,22:30:00,23:00:00," 
",17/7/2024,Other,2024-07-17 22:30:00,2024-07-17 23:00:00,0 days 00:30:00,30.0,July,17
3188,Χαζεύω,17/7/2024,21:30:00,22:30:00," 
",17/7/2024,Χαζεύω,2024-07-17 21:30:00,2024-07-17 22:30:00,0 days 01:00:00,60.0,July,17
3189,Χαζεύω,17/7/2024,19:00:00,20:15:00," 
",17/7/2024,Χαζεύω,2024-07-17 19:00:00,2024-07-17 20:15:00,0 days 01:15:00,75.0,July,17
3190,Χαζεύω,19/7/2024,08:45:00,09:00:00," 
",19/7/2024,Χαζεύω,2024-07-19 08:45:00,2024-07-19 09:00:00,0 days 00:15:00,15.0,July,19
3191,Blyat,18/7/2024,21:00:00,23:30:00," 
",18/7/2024,Λάμπρος,2024-07-18 21:00:00,2024-07-18 23:30:00,0 days 02:30:00,150.0,July,18
3192,Other,18/7/2024,23:30:00,23:45:00," 
",18/7/2024,Other,2024-07-18 23:30:00,2024-07-18 23:45:00,0 days 00:15:00,15.0,July,18
3193,Blyat,19/7/2024,17:00:00,19:00:00," 
",19/7/2024,Λάμπρος,2024-07-19 17:00:00,2024-07-19 19:00:00,0 days 02:00:00,120.0,July,19
3194,Blyat,19/7/2024,19:00:00,00:00:00," 
",20/7/2024,Λάμπρος,2024-07-19 19:00:00,2024-07-20 00:00:00,0 days 05:00:00,300.0,July,19
3195,<3,20/7/2024,16:30:00,17:00:00," 
",20/7/2024,Purple category,2024-07-20 16:30:00,2024-07-20 17:00:00,0 days 00:30:00,30.0,July,20
3196,<3,21/7/2024,16:30:00,17:30:00," 
",21/7/2024,Purple category,2024-07-21 16:30:00,2024-07-21 17:30:00,0 days 01:00:00,60.0,July,21
3197,Blyat,20/7/2024,09:45:00,16:30:00," 
",20/7/2024,Λάμπρος,2024-07-20 09:45:00,2024-07-20 16:30:00,0 days 06:45:00,405.0,July,20
3198,Blyat,21/7/2024,10:00:00,16:30:00," 
",21/7/2024,Λάμπρος,2024-07-21 10:00:00,2024-07-21 16:30:00,0 days 06:30:00,390.0,July,21
3199,Blyat,20/7/2024,17:00:00,19:00:00," 
",20/7/2024,Λάμπρος,2024-07-20 17:00:00,2024-07-20 19:00:00,0 days 02:00:00,120.0,July,20
3200,Blyat,21/7/2024,17:30:00,19:00:00," 
",21/7/2024,Λάμπρος,2024-07-21 17:30:00,2024-07-21 19:00:00,0 days 01:30:00,90.0,July,21
3201,<3,19/7/2024,16:30:00,17:00:00," 
",19/7/2024,Purple category,2024-07-19 16:30:00,2024-07-19 17:00:00,0 days 00:30:00,30.0,July,19
3202,Blyat,20/7/2024,19:00:00,00:00:00," 
",21/7/2024,Λάμπρος,2024-07-20 19:00:00,2024-07-21 00:00:00,0 days 05:00:00,300.0,July,20
3203,Blyat,21/7/2024,20:00:00,00:00:00," 
",22/7/2024,Λάμπρος,2024-07-21 20:00:00,2024-07-22 00:00:00,0 days 04:00:00,240.0,July,21
3204,Blyat,22/7/2024,00:00:00,01:45:00," 
",22/7/2024,Λάμπρος,2024-07-22 00:00:00,2024-07-22 01:45:00,0 days 01:45:00,105.0,July,22
3205,Other,21/7/2024,19:00:00,19:30:00," 
",21/7/2024,Other,2024-07-21 19:00:00,2024-07-21 19:30:00,0 days 00:30:00,30.0,July,21
3206,Σπίτι,21/7/2024,19:30:00,20:00:00," 
",21/7/2024,Σπίτι,2024-07-21 19:30:00,2024-07-21 20:00:00,0 days 00:30:00,30.0,July,21
3207,Χαζεύω,21/7/2024,08:45:00,10:00:00," 
",21/7/2024,Χαζεύω,2024-07-21 08:45:00,2024-07-21 10:00:00,0 days 01:15:00,75.0,July,21
3208,Χαζεύω,20/7/2024,08:45:00,09:45:00," 
",20/7/2024,Χαζεύω,2024-07-20 08:45:00,2024-07-20 09:45:00,0 days 01:00:00,60.0,July,20
3209,Χαζεύω,22/7/2024,09:00:00,10:00:00," 
",22/7/2024,Χαζεύω,2024-07-22 09:00:00,2024-07-22 10:00:00,0 days 01:00:00,60.0,July,22
3210,Other,22/7/2024,10:00:00,10:30:00," 
",22/7/2024,Other,2024-07-22 10:00:00,2024-07-22 10:30:00,0 days 00:30:00,30.0,July,22
3211,Οικογένεια,22/7/2024,21:00:00,21:30:00," 
",22/7/2024,Οικογένεια,2024-07-22 21:00:00,2024-07-22 21:30:00,0 days 00:30:00,30.0,July,22
3213,Blyat,22/7/2024,19:15:00,20:30:00," 
",22/7/2024,Λάμπρος,2024-07-22 19:15:00,2024-07-22 20:30:00,0 days 01:15:00,75.0,July,22
3214,Other,24/7/2024,23:30:00,00:00:00," 
",25/7/2024,Other,2024-07-24 23:30:00,2024-07-25 00:00:00,0 days 00:30:00,30.0,July,24
3215,<3,23/7/2024,20:45:00,21:45:00," 
",23/7/2024,Purple category,2024-07-23 20:45:00,2024-07-23 21:45:00,0 days 01:00:00,60.0,July,23
3216,Other,23/7/2024,20:30:00,20:45:00," 
",23/7/2024,Other,2024-07-23 20:30:00,2024-07-23 20:45:00,0 days 00:15:00,15.0,July,23
3217,Other,25/7/2024,19:15:00,19:45:00," 
",25/7/2024,Other,2024-07-25 19:15:00,2024-07-25 19:45:00,0 days 00:30:00,30.0,July,25
3218,Other,26/7/2024,18:00:00,18:30:00," 
",26/7/2024,Other,2024-07-26 18:00:00,2024-07-26 18:30:00,0 days 00:30:00,30.0,July,26
3219,Other,26/7/2024,19:00:00,19:30:00," 
",26/7/2024,Other,2024-07-26 19:00:00,2024-07-26 19:30:00,0 days 00:30:00,30.0,July,26
3220,<3,25/7/2024,20:15:00,22:15:00," 
",25/7/2024,Purple category,2024-07-25 20:15:00,2024-07-25 22:15:00,0 days 02:00:00,120.0,July,25
3221,<3,26/7/2024,19:30:00,23:00:00," 
",26/7/2024,Purple category,2024-07-26 19:30:00,2024-07-26 23:00:00,0 days 03:30:00,210.0,July,26
3223,Erroneous Tasks,22/7/2024,18:30:00,19:00:00," 
",22/7/2024,Erroneοus Tasks,2024-07-22 18:30:00,2024-07-22 19:00:00,0 days 00:30:00,30.0,July,22
3224,Other,22/7/2024,19:00:00,19:15:00," 
",22/7/2024,Other,2024-07-22 19:00:00,2024-07-22 19:15:00,0 days 00:15:00,15.0,July,22
3225,Χαζεύω,23/7/2024,08:00:00,09:15:00," 
",23/7/2024,Χαζεύω,2024-07-23 08:00:00,2024-07-23 09:15:00,0 days 01:15:00,75.0,July,23
3226,Break,23/7/2024,11:00:00,11:15:00," 
",23/7/2024,Break,2024-07-23 11:00:00,2024-07-23 11:15:00,0 days 00:15:00,15.0,July,23
3227,Erroneous Tasks,23/7/2024,14:45:00,15:45:00," 
",23/7/2024,Erroneοus Tasks,2024-07-23 14:45:00,2024-07-23 15:45:00,0 days 01:00:00,60.0,July,23
3228,Erroneous Tasks,23/7/2024,17:00:00,18:15:00," 
",23/7/2024,Erroneοus Tasks,2024-07-23 17:00:00,2024-07-23 18:15:00,0 days 01:15:00,75.0,July,23
3229,Erroneous Tasks,23/7/2024,18:15:00,18:45:00," 
",23/7/2024,Erroneοus Tasks,2024-07-23 18:15:00,2024-07-23 18:45:00,0 days 00:30:00,30.0,July,23
3230,Erroneous Tasks,23/7/2024,18:45:00,20:30:00," 
",23/7/2024,Erroneοus Tasks,2024-07-23 18:45:00,2024-07-23 20:30:00,0 days 01:45:00,105.0,July,23
3231,Other,24/7/2024,08:45:00,09:45:00," 
",24/7/2024,Other,2024-07-24 08:45:00,2024-07-24 09:45:00,0 days 01:00:00,60.0,July,24
3232,Χαζεύω,24/7/2024,08:00:00,08:45:00," 
",24/7/2024,Χαζεύω,2024-07-24 08:00:00,2024-07-24 08:45:00,0 days 00:45:00,45.0,July,24
3233,Break,24/7/2024,15:15:00,15:30:00," 
",24/7/2024,Break,2024-07-24 15:15:00,2024-07-24 15:30:00,0 days 00:15:00,15.0,July,24
3234,Χαζεύω,23/7/2024,23:00:00,00:30:00," 
",24/7/2024,Χαζεύω,2024-07-23 23:00:00,2024-07-24 00:30:00,0 days 01:30:00,90.0,July,23
